when	WHE	WHE	46	root	WHEB, WHEP, WHEPB, KWHEPB, PWHEPB			brief
think	THEU	THI	47	root	STHEU, TH*EU, TH*EUPBG, THEUPB/-BG			brief
thought	THAUT	THAUT	47	conjugation	THAUGT, THAULT, THRAUT			brief
make	PHAEUBG	MAAK	48	root	PAEUBG, PHAUBG, TPHAEUBG		works best with makes and making	
made	PHAED	MAED	48	conjugation				
making	PHAEUG	MAAG	48	conjugation	PHAEUB/-G, PHAEUBG/-G			
time	TAOEUPL	TIIM	49	root	TPAOEUPL			
see	SAOE	SEE	50	root				
saw	SAU	SAU	50	conjugation				
sees	SAO*ES	S*EES	50	conjugation	SAO*EZ			
what	WHA	WHA	51	root	KWHA, PWHA, WHRA, WHA/WHA*, WHAO/WHA*	say WHAHAHAHA...		brief
up	UP	UP	52	root	OUP			
some	SOPL	SOM	53	root	SOFPL			
other	OER	OER	54	root	OT/ER, O/THER			brief
out	OUT	OUT	55	root	OULT, OUTD			
outing	OUT/-G	OUT/-G	55	conjugation	AOUT/-G		OUTG works but not part of plover dict	missing
good	TKPWAOD	GOOD	56	root	KPWAOD, TKPAOD, TKWAOD, TPWAOD, TKPWAOD, TKPWRAOD			
better	PWAOERT	BEERT	56	comparative	PWOERT, PWET/ER, PWET/*ER, PWET/TER, PWHAOERT			
best	PWEFT	BEFT	56	superlative	PW*ES			
people	PEPL	PEM	57	root	PAEPL, PAOPL, 350E78, PAOEPL, PAOEFPL			
year	KWRAOER	YEER	58	root	WRAOER, KWRAEUR, KWHRAOER, KWRAOERB, TKWRAOER			
take	TAEUBG	TAAK	59	root	THAEUBG, TKAEUBG			
taken	TAEPB	TAEN	59	conjugation	TA*EUPB, TA*EUFPB, TAEUB/*EPB, TAEUBG/-PB, TAEUBG/*EPB			
taking	TAEUG	TAAG	59	conjugation	TAEUB/-G, TAEUG/-G, TAEUBG/-G, TAEUBG/-BG			
took	TAOBG	TOOK	59	conjugation				
no	TPHO	NO	60	root				
well	WEL	WEL	61	root				
because	PWAUS	BAUS	62	root	PWAU, WAUS, PWAUZ, PWAOUS, PWAUGS			brief
very	SRE	VE	63	root	SKRE			brief
just	SKWRUFT	JUFT	64	root	KWRUFT, SKWRUF, SKPWRUFT, SKWRAUFT, SKWRUFLT			
come	KOPL	KOM	65	root	KOUPL, KWOPL			
came	KAEUPL	KAAM	65	conjugation	KAEUFPL			
coming	KO*G	KO*G	65	conjugation	KOPLG, KOPBLG, KOPL/-G, KO*PL/-G, KOPL/-G/-G			
could	KO	KO	66	root	KOULD			brief
work	WORBG	WOSHG	67	root	WORB, WORG, WORBLG			
working	WOG	WOG	67	conjugation	WO*G, WORBG/-G, PWORBG/-G			
use	AOUS	UUS	68	root	AOUZ, KWRAOUZ			
used	AOUFD	UUFD	68	conjugation	AOUSD, AO*UFD, AOUFPD, AUS/-D, AOUS/-D			
uses	AOUFS	UUFS	68	conjugation	AOUSZ, AO*UFS, AOUS/-S			
using	AOUFG	UUFG	68	conjugation	AOUGS, AOUS/-G, AOUZ/-G			
than	THAPB	THAN	69	root	THAB, THAP			
now	TPHOU	NOU	70	root	TPHO*U			
then	THEPB	THEN	71	root	THEB, 24E7B, THAEPB, THEPBL, TKHEPB			
also	HR-S	L-S	72	root	ALS, HR*S, AL/SO, AL/SOE			brief
into	TPHAO	NOO	73	root	SPWAO, TPHAO*, TPHRAO, EUPB/TO			brief
only	OPBL	ONL	74	root	OEPBL, HOEPBL			brief
look	HRAOBG	LOOK	75	root	HRAOPBG			
looking	HRAOG	LOOG	75	conjugation	WHRAOBG, HRAOBG/-G, HRAOBG/-BG			
looks	HAOBGS	HOOX	75	conjugation	HRAOBGS			
want	WAPBT	WANT	76	root	WABT, WAPT, WABLT, WAPBLT			
wanting	WAPBGT	WANGT	76	conjugation	WAPB/-G, WAPBT/-G			
give	TKPWEUF	GIF	77	root	KPWEUF, TKPEUF, TKPWUF, TPWEUF			
gave	TKPWAEUF	GAAF	77	conjugation	TPWAEUF, TKPWA*EUF			
first	TPEURS	FIRS	78	root	STPEURS, TP*EURS, TPEUFRT, TPHEURS	"like when saying ""first time"", we drop the T"		brief
new	TPHU	NU	79	root				brief
newest	TPHAOUFT	NUUFT	79	superlative	TPHAOU/EFT			
way	WAEU	WAA	80	root				
find	TPEUPBD	FIND	81	root	TPAOEUPD, 2350EU7BD, TPAOEUPBD, TPWAOEUPBD			
finding	TPAOEUPBGD	FIINGD	81	conjugation	TPAOEPBGD, TPAOEUBD/-G		FINGD also works	missing
finds	TPAOEUPBDZ	FIINDZ	81	conjugation			FINDZ also works	missing
over	OEF	OEF	82	root	OEFR, A*UFR	A couple celebrates the fact that their DEBT (OE) is over by . . . eating ramen noodles. They don't want to go back into debt.		
any	TPHEU	NI	83	root	TKPHEU, TPH*EU	"Remember Monty Python's knights who say ""TPHEU"" (NI)? They say ""NI"" in response to any statement, no matter what it is."		brief
after	AF	AF	84	root	AFT	After a sleepless night I'm tired AF	AFR is the after- prefix	brief
day	TKAEU	DAA	85	root	TAEU			
where	W-R	W-R	86	root	W*R, W-F, WHER	"If you have trouble remembering that WR maps to ""were"" and W-R maps to ""where,"" here's a story for you: originally, W and R WR (were) right next to each other. But then the R wandered off to the other side of the board to form W-R (where), causing the W to say: ""where are you??"""		brief
thing	THEUPBG	THING	87	root	THEPBG, THEUPG, THAEUPBG, THAOEUPBG			brief
most	PHOFT	MOFT	88	root	PHO*S, PHO*ES, PHOEFT			
should	SHO	SHO	89	root	-RBD, SHO*, SHUD, SHOUD, SHOULD			brief
need	TPHAED	NAED	90	root	TPHAOED, TPHAOEUD			
needed	TPHAOETD	NEETD	90	conjugation				
needing	TPHAOEGD	NEEGD	90	conjugation				
needn't	TPHAOED/*PBT	NEED/*NT	90	conjugation				
needs	THAOEDZ	THEEDZ	90	conjugation	23450EDZ, TPHAOEDZ, TPHAOESD, TPHAOETDZ, TPHAOEUDZ			
much	UFP	UCH	91	root	PHUFP, PHOUFP, TPHUFP			brief
right	RAOEUT	RIIT	92	root	RAOEUT, PRAOEUT, RAOEUGT, RAOEURT			
righted	RAOEUT/-D	RIIT/-D	92	conjugation				
how	HOU	HOU	93	root	PHOU, WHOU			
back	PWABG	BAK	94	root				
backing	PWA*G	BA*G	94	conjugation	PWABG/-G			
mean	PHAOEP	MEEP	95	root	PHAOEPB	You know what's really mean? Hiding all of the T-P (toilet paper) in your friend's house. Panic will ensue. (A story for PHAOEPB: Is there any animal that's meaner than a mosquito (AOE)? It mercilessly sucks out your own blood.)		brief
meant	PHEPBT	MENT	95	conjugation				
even	AOEPB	EEN	96	root	AOEP, *EFPB, AO*EFPB, AO*EF/-PB			brief
may	PHAE	MAE	97	root	PHAEU			
here	HAOER	HEER	98	root				
many	PHAEPB	MAEN	99	root				
such	SUFP	SUCH	100	root				
last	HRAFT	LAFT	101	root				
child	KAOEULD	KIILD	102	root	KHAOEULD			
children	KHEURPB	CHIRN	102	plural	KHEUFRPB, TKHEURPB, KHEULD/REPB, KHEUL/TKREPB, KHEULD/TKREPB	A school is a place where teachers KHEURN (churn) children around and turn them into adults, or at least teenagers.		brief
tell	TEL	TEL	103	root	A/TEL			
told	TOLD	TOLD	103	conjugation	TOELD, TO*ELD			
really	HROERL	LOERL	104	root	RAOERL, HRAOERL, HRAO*ERL, PHRAOERL, THRAOERL			
call	KAUL	KAUL	105	root	KAUL/-L			
before	PW-F	B-F	106	root	PW-FR, PWOFR			brief
company	K-P	K-P	107	root	KPAEPB, KOFRP/TPH*EU, KOPL/PA/TPH*EU			brief
through	THRU	TLU	108	root	TWHRU			brief
down	TKOUPB	DOUN	109	root	TKOUB, TKOUP			
show	SHOE	SHOE	110	root				
life	HRAEUF	LAAF	111	root	HROEUF, HRAOEUF			
man	PHAPB	MAN	112	root				
men	PHEPB	MEN	112	plural				
change	KHAEUBG	CHAAK	113	root	KHAEUPG, KHAEUPBG, KHAEUPBLG, KHRAEUPBG, KPHAEUPBG			
changed	KHAEPBGD	CHAENGD	113	conjugation	KHAEUPBGD, KHAEUPBGSD, KHAEUPG/-D, KHAEUPB/-PBLGD, KHAEUPBG/-D/-D			
changes	KHAEUPGS	CHAAPSHN	113	conjugation	KHAEUPBGS, KHAEUPBGS/-S, KHAEUPB/-PBLGS			
changing	KHAPBG/-G	CHANG/-G	113	conjugation	KHAEUPB/SKWR-G			
place	PHRAEUS	MRAAS	114	root	TPHRAEUS	"An outhouse isn't the best-smelling place. Often, when people walk in, they go, ""PU--it stinks in here!!"""		brief
placed	PHRAEUFD	MRAAFD	114	conjugation	PHRAEUSD, PHRAEUS/-D			
places	PHRAEUFS	MRAAFS	114	conjugation	PHRAEUSZ, PHRA*EUFS, PHRAEUS/-S, PHRAEUS/EUS, PHRAEUSZ/-S			
placing	PHRAEUFG	MRAAFG	114	conjugation	PHRAEUS/-G			
long	HROPBG	LONG	115	root				
between	TWAOEB	TWEEB	116	root	TWAOEP, TWOEPB, TWAOEPB, TPWAOEPB, TWAOEPBL			
feel	TPAOEL	FEEL	117	root				
feeling	TPAO*EL	F*EEL	117	conjugation	TPAOELG, TPAOEL/-G			
felt	TPELT	FELT	117	conjugation				
too	TAO	TOO	118	root				
still	STEUL	STIL	119	root	STUL, STKEUL, STPEUL			brief
problem	PRO*B	PRO*B	120	root	PRO*FB, TPRO*B, PROB/HREPL, PRO/PWHREPL			
problems	PR*BS	PR*BS	120	plural	PROBS, PRO*BS, PRO*FBS, PRO*PBS, PRO*BS/-S			
write	WREU	WRI	121	root	WRAOEUT			brief
writes	WRAOEUTS	WRIITS	121	conjugation				
wrote	WRO	WRO	121	conjugation	WROET			
same	SAEUPL	SAAM	122	root	SAEUPLT, SAOEUPL			
lot	HROT	LOT	123	root				
great	TKWRAET	DWRAET	124	root	TPWRAET, TKPWRAET, TKPWHRAET	There are a lot of great things about living in S-F (San Francisco), but what's not so great are the astronomical real estate and rental prices.		brief
greater	TKPWRAERT	GRAERT	124	comparative	TKPWHRAERT, TKPRAET/*ER, TKPWRAET/*ER			brief
greatest	TKPWRAEUT/EFT	GRAAT/EFT	124	superlative				
try	TREU	TRI	125	root	TRAOEU			brief
tried	TROEUD	TROID	125	conjugation	TRAOEUD, TRAOEU/-D			
tries	TRAOEUS	TRIIS	125	conjugation	TRAOEUZ, TRAO*EUS, TRAOEU/-S			
trying	TRAO/-G	TROO/-G	125	conjugation	TRAOEUG, TPRAOEUG, TRAEU/-G, TRAOEULG, TRAOEU/-G			
leave	HREF	LEF	126	root	HRAO*EF			
number	TPHUPL	NUM	127	root	TPHURPL, TPHUPL/ER, TPHUPL/PWER			brief
both	PWO*T	BO*T	128	root	WO*ET, PWO*ET			brief
own	OEPB	OEN	129	root				
part	PART	PART	130	root	35R9, PARBTD			
point	POEUBT	POIBT	131	root	POEUPT, POUPBT, POEUPBT, TPOEUPBLT	"A fellow with back pain asks: ""what's the point of P-T (physical therapy) if I can just take an Advil?"		
pointed	POEUPTD	POIPTD	131	conjugation	POEUPBTD, POEUPBT/-D			
pointing	POEUPBGT	POINGT	131	conjugation	POEUPBLT, POEUPBT/-G, PAOEUPBT/-G			
points	POEUPBTS	POINTS	131	conjugation	POEUBT/-S, POEUPT/-S, POEUPBT/-S, POEUPBLT/-S			
little	HREUL	LIL	132	root	HREL, HR*EUL, HREUT/-L			brief
help	HEP	HEP	133	root	HEFP, HEL/-P			brief
ask	SK	SK	134	root	SKW			brief
meet	PHAOET	MEET	135	root		I hear that if you go to Minnesota in the summer, you're likely to meet many MOSQUITOES (AOE).		
meeting	PHAOEGT	MEEGT	135	conjugation	PHAET/-G, PHAOET/-G, PHAOELT/-G			
met	PHET	MET	135	conjugation				
start	START	START	136	root	SART			
starting	STARGT	STARGT	136	conjugation	START/-G, STAFRT/-G, STARLT/-G			
talk	TAUBG	TAUK	137	root				
talking	TAUG	TAUG	137	conjugation	TAUB/-G, TAUBG/-G, TOUBG/-G			
something	S-G	S-G	138	root	ST-G, SPH-G, STHEUPBG, SPH/THEUPBG			brief
put	PUT	PUT	139	root	PULT, PURT			
putting	P*UG	P*UG	139	conjugation	PUGT, PUT/-G, P*UT/-G, PULT/-G, PUT/-LG			
another	TPHOER	NOER	140	root	TPHO*ER, TPHOEFR, TPHOERB, A/TPHOER			brief
become	PW-BG	B-K	141	root	P-BG	One child's dream is to become the BK (Burger King).		brief
became	PWAEUPL	BAAM	141	conjugation				
becoming	P-BG/-G	P-K/-G	141	conjugation	PW-BG/-G			
interest	TR	TR	142	root	T-R, SPWR*ES, SPWER/*ES, EUPB/TR*ES, EUPBT/REFT	Thanksgiving, which falls on a TR (Thursday), is a time to spend with family, but people often show more interest in the food.		brief
country	KREU	CI	143	root	KUPBT, KUPBLT, KUPB/TREU, KUPBT/REU, KOUPB/TREU			brief
countries	KUPBTS	KUNTS	143	plural	KUPBTSZ, KUPB/TREUS			
old	OLD	OLD	144	root	OELD, OELTD			
older	OERLD	OERLD	144	comparative				
oldest	OELD/EFT	OELD/EFT	144	superlative				
each	AOEFP	EECH	145	root				
school	SKAOL	SKOOL	146	root				
late	HRAEUT	LAAT	147	root				
high	HAOEU	HII	148	root				brief
highest	450EU/EFT	/EFT	148	superlative	HAOEU/EFT, HAOEU/EFLT			
different	TEUFRPB	TIFRN	149	root	TKEFRPB, TKEUFPB, TKEUFRB, TKEUFRP, TKEUFRT			
off	OF	OF	150	root				
next	TPHEGT	NEGT	151	root	234EG9, TPHEFGT, TPHELGT, TPH*EBGS			brief
end	EPBD	END	152	root	EPD, EPBTD			
ended	EPBD/-D	END/-D	152	conjugation				
ending	EPBGD	ENGD	152	conjugation	EPBD/-G			
ends	EPDZ	EPDZ	152	conjugation	EPBDZ			
live	HREUF	LIF	153	root	HR*EUF			
why	KWR	Y	154	root	KWHR, TKWR, WHAOEU			brief
while	WHAOEUL	WHIIL	155	root				
world	WORL	WORL	156	root	W0R8D, WORLD	After their retirement, a couple decides to give traveling the world a WORL (whirl).		brief
worlds	WORLDZ	WORLDZ	156	plural				
week	WAOEBG	WEEK	157	root	WAOEB			
play	PHRAEU	MRAA	158	root				
playing	PHRA*EUG	MRAA*G	158	conjugation	PHRAEU/-G, PHRA*EU/-G			
plays	PHRAEUZ	MRAAZ	158	conjugation	PHRAEU/-S			
might	PHAOEUT	MIIT	159	root	PHAOEUGT, PHAOEULT	"A commercial for HP (Hewlett-Packard) announces: ""Back in the day, 'might' meant having bulging muscles; now, 'might' entails having a super-fast HP laptop!"""		brief
must	PHUFT	MUFT	160	root	PH*UFT, PHUFPT			
home	HOEPL	HOEM	161	root	HAOPL, HORPL			
never	TPHEF	NEF	162	root	PHEFR, TPHEFR, TPH*EF/ER			brief
include	KHRU	KLU	163	root	EUPB/KHRAOUD	If you ask your friends a really hard brainteaser and none of them get it, the polite thing to do is to include a KHRU (clue) to help them.		brief
course	KORS	KORS	164	root	KOURS, KWORS			
courses	KORSZ	KORSZ	164	plural	KORS/-S, KOURS/-S			
house	HOUS	HOUS	165	root	HOUZ			
houses	HO*UFS	HO*UFS	165	plural	HOUS/-S			
report	ORP	ORP	166	root	RORP, RORT, RORPT	"A food critic gets to eat tasty food and report on how good it tastes. He's so full at the end of one meal, though, that all he can say (and write) is ""ORP"" (which we'll call onomatopoeia for ""I'm really full"")."		brief
reported	RORPD	RORPD	166	conjugation				
reporting	RORPG	RORPG	166	conjugation	RORP/-G			
reports	RORPS	RORPS	166	conjugation	RORP/-S			
group	TKPWRAUP	GRAUP	167	root	TKPWROUP, TKWRAOUP, TPWRAOUP, TKPWRAOUP, TKPWHRAOUP			
groups	TKPRAOUPS	DPRUUPS	167	plural	TPWRAOUPS, TKPWRAOUPS, TKPWRAOUPLS			
case	KAEUS	KAAS	168	root	KWAEUS			
cases	KAEUSZ	KAASZ	168	plural	KA*EUFS			
woman	WOPL	WOM	169	root	W078, WOPL/PHAPB			brief
women	WEUPL	WIM	169	plural	WEUPL/-PB	"A dad tells his son: ""Don't just date women on a WEUPL (whim)."" Take your time and find people whom you're really interested in."		brief
around	ARPBD	ARND	170	root	A/ROUBD, A/ROUPD, A/ROUPBD, A/ROUPBT, A/HROUPBD			brief
book	PWAOBG	BOOK	171	root	PAOBG, PWAOPBG			
family	TPAEPL	FAEM	172	root				
seem	SAOEPL	SEEM	173	root				
seemed	150E78D		173	conjugation	SAOEPLD			
let	HRET	LET	174	root				
lets	HR*ETS	L*ETS	174	conjugation				
letting	HR*EGT	L*EGT	174	conjugation	HRAO*EGT			
again	STPWEB	SFWEB	175	root	SKPWEPB, STKPWEB, STKPWEP, STKWEPB, STPWEPB	"As a UT-Austin football fan, I would love to see UT and A&M play each other again, even it would mean having to hear A&M fans call my school ""TU."" (Story for TKPWEPB: When a new video game console comes out, it's marketed as being ""next-GEN"" (next-gen), but often it looks like they're releasing the same old console again.)"		brief
kind	KEUPBD	KIND	176	root	KAOEUBD, KAOEUPD, KAOEUPBD, KAO*EUPBD, KAOEUPBLD			brief
kinds	KEUPBDZ	KINDZ	176	plural	KAOEUPBZ, KAOEUPDZ, KAOEUPBDZ, KAOEUPBSDZ			
keep	KAOEP	KEEP	177	root				
kept	KEPT	KEPT	177	conjugation	KEPTD			
hear	HAER	HAER	178	root		If you get hit in the head so hard that you can't hear, go to an ACCIDENT & EMERGENCY DEPARTMENT (AE) immediately!		
heard	HERD	HERD	178	conjugation	HAERD, HAER/-D, HAOERDZ			
system	S-PL	S-M	179	root	ST-PL, ST-FPL, S*EUS/EPL, SEUS/TEPL	SM (Super Metroid) was a classic game for the SNES system.		brief
every	EF	EF	180	root	EFR, EF/REU, *EF/REU			brief
question	KWE	QE	181	root	KPWE, KWEGS, KW*EGS			brief
during	TKURG	DURG	182	root	TKUR, TKAOUR, TKAOURG, TKURPBG, TAOURPBG			
always	AULS	AULS	183	root	5U8S, AULZ, AULGS, AL/WAEU/-S			brief
big	PWEUG	BIG	184	root				
bigger	PWEURG	BIRG	184	comparative	PWAOERG, PWEURBG			
biggest	PWEUG/*ES	BIG/*ES	184	superlative	PWEUG/EFT			
set	SET	SET	185	root	SELT			
setting	SEGT	SEGT	185	conjugation	S*EGT, SET/-G			
small	SPHAL	SMAL	186	root	SPAUL, SPHAUL, SPHRAUL, SPWHAUL			
smaller	SPHAURL	SMAURL	186	comparative	SPHAUL/*ER, SPHRAUL/*ER			
smallest	SPHAUL/EFT	SMAUL/EFT	186	superlative	SPHRAUL/EFT			
study	STO*UD	STO*UD	187	root	STAO*UD, STU/TKEU, STUD/TKEU, STUD/KWREU, STUD/SKWREU			
studied	STUD/EUD	STUD/ID	187	conjugation	STAO*UTD/-D			
studies	STAO*UDZ	ST*UUDZ	187	conjugation	STAO*USD, STUD/EUS, STAO*EUDZ, STAO*UTDZ, STAO*UTSDZ			
studying	STAO*UGD	ST*UUGD	187	conjugation	STUD/EUG, STUD/KWREU/-G			
follow	TPOL	FOL	188	root	TPOL/HROE	If you have a tendency to FOL (fall) on hikes, the other hikers should follow you--since that way they'll notice if you took a spill, and won't leave you behind.		brief
follower	TPOL/*ER	FOL/*ER	188	comparative				
begin	STKPEUPB	SDPIN	189	root	STKWEUPB, STPWEUPB, TKPWEUPB, STKPWEUPB, STKPW*EUPB			
began	TKPWAPB	GAN	189	conjugation	STKPWAPB, PWE/TKPWAPB			brief
beginning	STKPWEUPG	ZIPG	189	conjugation	STKWEUPBG, TKPWEUPBG, STKPWEUPBG, STKPEUPB/-G, STKPWEPB/-G			
begins	STKPWEUPBS	ZINS	189	conjugation				
begun	TKPWUPB	GUN	189	conjugation	STKPWUPB, PWE/TKPWUPB			
important	PORPB	PORN	190	root	PORPBT, EUPL/POR/TAPBT, EUPL/PORT/TAPBT			brief
since	SEUPBS	SINS	191	root				
run	RUPB	RUN	192	root	R*UPB			brief
ran	RAPB	RAN	192	conjugation				
running	R*UPBG	R*UNG	192	conjugation	R*UFPBG, RUPB/-G, RAO*UPBG			
runs	RUPS	RUPS	192	conjugation	RUPBS, RUPB/-S			
under	TPH-PB	N-N	193	root	*UPD, *UPBD, TPH-P, *UFPBD, UPBD/ER			brief
turn	TURPB	TURN	194	root				
turns	TURPS	TURPS	194	conjugation	TURPBS, TURPB/-S			
few	TPAOU	FUU	195	root				
fewest	TPAOU/EFT	FUU/EFT	195	superlative				
bring	PWREU	BRI	196	root	PWREUPBG	Don't forget to bring the PWREU (brie) to the party!		brief
brought	PWRAUT	BRAUT	196	conjugation	PWROUT, PWRAUGT			
early	ERL	ERL	197	root	ER/HREU, *ER/HREU, ERL/HREU			brief
hand	HAPBD	HAND	198	root	SHAPBD, HAPBD/SHAEUBGS			
hands	HAPDZ	HAPDZ	198	plural	HAPBDZ, HAPBSD, KHAPBDZ			
state	STAEUT	STAAT	199	root				
move	PHOF	MOF	200	root	PHO*F, PHAO*UF			brief
moved	3406D		200	conjugation	PHOFD, PHOF/-D, PHOFD/-D			
money	PHUPB	MUN	201	root	PHUB, 34U7B, PHO/TPHAOE, PHOPB/KWRAE, PHOPB/TPH*EU			brief
monies	PHOPB/KWREU/-S	MON/YI/-S	201	plural				
fact	TPABGT	FAKT	202	root	TPABT, TPABLGT, TPAPBGT			
facts	TPABGZ	FAKZ	202	plural	TPABGTS			
however	HOUF	HOUF	203	root	HOUFR, HO*UFR	"You're talking to your parents about the great time you're having in college. But your dad responds, ""However, HOUF (how've) your grades been?"" Uh oh! You didn't want them to ask!"		brief
area	KWRA*ER	YA*ER	204	root	AER/KWRA, KWRA*ERB, KWRA*EUR, KWRA*UFR, TKWRA*ER	"Back in the day, the open waters were an area where you'd hear a lot of ""AR-s"" (Arrrs) from pirates. (A story for KWRA*ER: A rural mother begs her daughter not to move to an urban area, saying: ""you won't be able to see the *s (stars), and you'll get shot and have to spend a whole YAER (year) recovering in an ACCIDENT & EMERGENCY DEPARTMENT (AE)!"")"		brief
provide	PROEFD	PROEFD	205	root	PROEUFD, PRAO*EUFD, PROE/SREUD, PRO/SRAOEUD, PROE/SRAEUD	If somebody PROEFD that Dvorak was faster than Qwerty, that would provide a good reason for everyone to learn Dvorak. Unless you know Plover, of course. ;)		brief
provided	PROE/SRAOUD/-D	PROE/VUUD/-D	205	conjugation	PROE/SRAOEUD/-D, PRAO/E/SREUPBLT/-D			
provides	PROEUFDZ	PROIFDZ	205	conjugation	PRO/SRAOEUDZ, PROE/SRAOEUDZ, PRO/SRAOEUD/-S, PRO/SRAOEUD/-Z			
providing	PROEUFGD	PROIFGD	205	conjugation	PRO/SRAOEUD/-G, PROE/SRAOEUD/-G			
name	TPHAEUPL	NAAM	206	root				
read	RAED	RAED	207	root				
reading	RAEGD	RAEGD	207	conjugation	TRA*EG, RAED/-G, TKRA*EG, RAOED/-G			
reads	RAEDZ	RAEDZ	207	conjugation	RAOEDZ, RAED/-S, RAED/-Z, RAEDZ/-S			
friend	TPREPBD	FREND	208	root				
friends	TPREPBDZ	FRENDZ	208	plural	TPREPBSD, TPREPBLDZ, TPWREPBDZ			
